,mean_pitch,mean_intensity,sd_pitch,sd_intensity,duration,speaking_rate,jitter,shimmer,tag
0,0.439331904719392,-0.2338396184199273,23.434147087068457,12.741367204122142,3.92,2.806122448979592,0.016667085774480502,0.07384850577815548,qy
3,-0.33377025537864613,-0.06554956728977035,15.809203136661203,13.735633701623753,9.640000000000002,3.215767634854771,0.017093331122984466,0.08131511752755963,sd
4,-0.19573741041866033,0.023572493829971064,3.449231772047645,11.928230506969232,2.1999999999999993,0.4545454545454547,0.009434622115087271,0.0816870025040963,%
8,-0.23864650699042045,-0.05678736185732358,18.14867644943781,12.747732936649372,5.919999999999998,3.3783783783783794,0.007669133086546271,0.07183567429661486,sd
9,0.09358141129587372,0.43137583184672335,5.741083773180038,4.398988183735497,0.11999999999999744,8.333333333333512,0.008276940477018524,0.09748236097135864,b
11,0.28886768123768714,0.11905773425669874,35.08062289918554,10.062030437375107,3.3200000000000003,2.4096385542168672,0.013911081214692466,0.08599380041656865,sd
12,0.3382533922976807,-0.27292270472761826,41.63715240051354,10.57902056497206,2.480000000000004,0.40322580645161227,0.017110079970141245,0.10065318360773044,%
13,-0.5665230848360292,0.292484754690304,80.27750968158809,11.680171825370731,1.4799999999999969,2.7027027027027084,0.013393400775915377,0.08971653130851404,sv
14,0.14481979698979397,0.24027583530144048,19.578032992849934,10.058456224677782,2.6400000000000006,3.4090909090909083,0.01131750490904477,0.07467080848443863,sd
15,-0.5021727266673419,0.18248052567225903,36.44101116890984,9.895164079683413,0.7199999999999989,1.388888888888891,0.024810219753645057,0.1020698234701752,b
16,0.01612181308008953,0.3670636525191078,33.75234393750495,8.071934657650603,1.0800000000000054,4.629629629629607,0.009415769597218827,0.05973084192113621,sd
17,-0.396089699298392,0.27702476400365383,28.64464913632497,10.386047996442459,2.239999999999995,4.910714285714297,0.0091670570532628,0.05750166917259879,sd
18,-0.20030303667102223,0.10029157416970413,8.713336445022117,12.233931189036966,1.3599999999999994,4.411764705882355,0.0062336925114115085,0.10814258717468736,sd
19,0.27484271149614137,0.13615911138424153,1.967414842888158,9.563159794201638,0.9600000000000009,1.0416666666666659,0.007221958910071566,0.030156824068218322,b
20,0.19386301760088887,0.09879137339508692,27.629969177151132,11.886372776817343,4.600000000000001,3.4782608695652164,0.00935631304058503,0.08735665771618506,sd
21,-0.15858741732256365,0.14149591263753236,8.830096830508348,15.380019310303824,1.0,1.0,0.005884993786596096,0.05713237783833313,b
23,0.7059179085534864,0.018363894251426816,23.008676661567325,12.122481189883903,2.280000000000001,3.5087719298245594,0.009266923058794632,0.06013654201941398,sd
24,-0.3059774609866446,0.142880227391325,39.508901336804634,11.405662281532951,1.5999999999999943,4.375000000000016,0.008199468978518174,0.07626972579465208,sd
25,0.11047826835779073,-0.21006389258228708,51.27825558053274,15.697535811204022,1.8400000000000034,3.2608695652173854,0.012141891578758437,0.07292789975172383,sd
26,0.39190082341505117,0.1627685461778976,39.111018856328826,11.135326994810475,2.5600000000000023,3.1249999999999973,0.01073028818987546,0.09525588215284488,sd
27,-0.56805432180418,-0.005510254865878528,101.03360634370055,12.6886137018659,2.519999999999996,1.9841269841269873,0.014876864302524904,0.0907215738925053,sd
28,-0.2234509285908376,0.09171591452689865,17.64938417210178,10.593854664900276,2.760000000000005,6.159420289855061,0.016563771437899024,0.09590552087516463,sd
29,0.548059566755259,-0.029257706528052707,13.668946274589757,9.56702637602627,1.4799999999999898,0.6756756756756803,0.0069545047050254,0.06261565197816156,b
30,0.037708209497947065,-0.11770981757279309,25.403723635138324,11.383124688182741,8.440000000000012,3.5545023696682416,0.010621366819650577,0.08866423682066588,sv
31,0.2880035455964922,-0.15569423163139096,24.004761079776156,11.96077809855085,2.0799999999999983,3.8461538461538494,0.02133917884532713,0.13810048796429078,qw
33,0.10324098267223203,0.19658380612175153,11.66756215040804,14.096478775534335,1.6400000000000006,3.048780487804877,0.009709998437663014,0.04932179195213485,sd
34,0.1600258935024943,0.09700336722161795,9.920541607882015,11.74278679006383,2.9200000000000017,4.109589041095888,0.012572202527570487,0.07847358244204515,sd
35,-0.19485791628774074,-0.23910254863343539,2.4655646203203174,11.476894919214976,1.519999999999996,3.289473684210535,0.010549168103669137,0.06805468014430271,sd
36,-0.8781672104498948,0.2308481076962352,36.51980075822736,11.025547386318605,7.840000000000003,4.591836734693875,0.014376078094235694,0.08157087173268814,sd
37,-0.2977829726014769,0.12347847568248094,24.439920961146548,14.019174694755337,6.039999999999992,5.132450331125835,0.015327624195883483,0.08112092538215239,sd
38,-0.11698916448810237,0.16585180530629895,7.848069971709908,9.508351437332685,0.5200000000000102,1.9230769230768852,0.02938116771538361,0.09259894829972262,sv
