,mean_pitch,mean_intensity,sd_pitch,sd_intensity,duration,speaking_rate,jitter,shimmer,tag
370,-0.09726542712773067,-0.2740966421991019,7.607986313691354,11.948604245217624,4.47999999999999,0.8928571428571449,0.008372915598182562,0.09964280175209585,sd
371,0.3228346290214468,0.0586834256282196,38.15056328898222,10.982675975770578,6.159999999999997,4.220779220779223,0.016513819349855668,0.09105499168903507,sd
372,0.06299004808875219,-0.391181505603436,3.5655660158929163,13.026604305449593,1.1599999999999966,0.8620689655172439,0.01755945215285782,0.13086039907479702,b
373,0.33591753259283674,-0.04447577452534934,43.893090243578804,11.48582752731521,1.920000000000016,2.604166666666645,0.01099758523844114,0.07849744139696956,sd
374,-0.5324441944534648,0.1478304860350088,56.20372842167468,10.761318312266559,2.960000000000008,4.39189189189188,0.01781016164073653,0.08541071850516882,sd
375,38.913811998083546,-0.3337591531618087,46.483280591521755,10.461139451267158,2.1999999999999886,0.4545454545454569,0.010896382365125374,,b
376,0.6044350274552122,0.23236695064942725,22.98349879263383,10.896438872128808,4.1200000000000045,4.126213592233005,0.011924990697974626,0.07521177660680799,sd
379,0.7276094669942215,0.007110524930051598,20.758258106003918,10.869492260751374,2.8000000000000114,4.285714285714269,0.01241695592863475,0.0957686788154995,sv
380,0.07973631090177413,0.4253437811726528,2.237464875939725,10.066984016802468,0.0800000000000125,12.499999999998046,0.012552278651733946,0.1120225248024045,b
382,-0.5319202839314829,0.05287077386804029,16.735044564991277,7.6814752219646865,0.4800000000000182,4.166666666666509,0.01638104365376237,0.12003071394678788,%
383,-0.12517320511215502,-0.12976572629043193,13.375895249730748,11.532880788480114,2.280000000000001,3.9473684210526296,0.010089736193825045,0.06503484710940667,sv
384,0.09480991330265898,0.05138455522371088,47.15175558375813,12.239740195960058,3.1200000000000045,3.2051282051282004,0.008498113386696711,0.09008528508140552,sd
385,0.3042887296872394,0.24450896509318643,44.83636645246364,6.769656733598459,0.3599999999999852,2.777777777777892,0.012970529067916084,0.09413041900252272,aa
386,0.0627587866032957,0.21375086876895621,54.432905749939195,7.68491234589713,1.039999999999992,6.730769230769282,0.008315958321261285,0.08546791505386693,sv
387,-0.1772011212807978,0.004540481483540804,64.39091939305844,3.873209327085435,0.44000000000002615,2.2727272727271375,0.011693282098171233,0.1319759979206815,b
390,,-0.31108545916638497,,11.243285580168083,2.1999999999999886,0.4545454545454569,,,b
391,0.12830143569917984,0.13132254916694408,8.752601928543928,12.031074015367901,3.5200000000000102,3.4090909090908994,0.009506300119723882,0.08327400671959129,sv
392,-0.7035267217755354,0.2863156825792974,22.105594022141098,9.518398863721993,4.1200000000000045,4.854368932038829,0.008966804251244506,0.07881441675274554,sv
393,,-0.16441005617905124,,10.920515557365267,1.079999999999984,0.9259259259259396,,,b
394,0.09286869454635549,0.3083176419248086,46.11476095783022,7.306617710480397,1.0400000000000205,5.7692307692306555,0.007284838422101163,0.07743158087074475,sv
395,0.11736323653122449,0.31681536228186014,47.59936636643463,7.129760171178157,2.8400000000000034,4.577464788732389,0.02928102265415338,0.09181745202510863,sv
396,-0.42049433995849095,-0.48921040294575757,2.9580394714842058,12.157622131961524,1.4799999999999898,0.6756756756756803,0.008345069990898927,0.06064807980226256,b
397,-0.3021361216428613,-0.3898736797301612,32.35248721299845,13.495988836403654,3.4399999999999977,1.1627906976744193,0.020726689566145536,0.14998121020357427,sv
398,-0.4370487530287904,0.20503556780430965,26.56570617500149,11.813807640471543,7.240000000000009,3.1767955801104932,0.015942640313823246,0.11127338684559354,sv
399,0.10237231423829374,-0.3787525368178848,3.1267942259734185,9.812436449639787,2.1999999999999886,0.4545454545454569,0.006908839277833306,0.04930825046423834,aa
401,0.032462111789162806,0.09471986562833057,61.16857085642189,10.171203746128635,2.960000000000008,3.0405405405405324,0.012759010510663867,0.08487934326560373,sv
402,-0.4681122324759651,0.20629301867316552,12.450990651086263,11.463364670835794,2.4799999999999898,1.6129032258064582,0.011428755317708882,0.07923680000280905,sv
403,-0.12699963727033647,0.13452011862582003,8.554745459021015,12.260734847189587,8.840000000000003,2.262443438914026,0.010609440449305629,0.07092331653884247,sv
404,0.41080877294900087,0.27703674882519413,36.223892653469655,7.952433012358311,2.400000000000034,2.916666666666625,0.012537941100585483,0.06576841835291965,sv
405,-0.02659818764927213,-0.1367291234416529,3.3542545093574585,13.438763167851816,0.5600000000000023,1.7857142857142785,0.010510058163631304,0.09157882985800454,b
406,-0.8833335941549254,-0.1280979893100933,43.35032930733598,13.364142542264744,9.599999999999966,2.500000000000009,0.01671485093307279,0.09221413775247074,sv
407,-0.3615804979509183,0.14781043153118611,17.989561955985327,8.12932784537676,1.759999999999991,6.250000000000032,0.011036156234892569,0.09312812851928376,sv
408,0.30451119882385336,0.15697126648371196,5.512385554485184,4.517826208671529,0.5200000000000387,3.8461538461535603,0.020942992300526597,0.15598859016923736,sv
